key,en,es,zh
TOWERDEFENSE_PLANT_WALLNUT_EXPRESTION,,,坚果拥有足以让你保护其它植物的坚硬外壳。
<!MissingKey:大嘴花几乎可以到“恐怖小店”表演他的绝技了，不过他的经济人榨取了他太多的钱，所以他没去成。尽管如此，大嘴花没有怨言，只说了句这只是交易的一部分。>,,,大嘴花几乎可以到“恐怖小店”表演他的绝技了，不过他的经济人榨取了他太多的钱，所以他没去成。尽管如此，大嘴花没有怨言，只说了句这只是交易的一部分。
TOWERDEFENSE_ZOMBIE_BALLOONCOLOUR_HANDBOOK_STORY,,,多彩气球僵尸常年在游乐场和公园搜集气球，在他眼里气球似乎与脑子一样有吸引力。以至于自己宝贝的气球被打破时，他比谁都急着想要离开场地，却没注意到自己飞错了方向。
LOGIN_FAILD,Log in failed,Log in failed,登录失败!
TOWERDEFENSE_PLANT_TWINSUNSHROOM_HANDBOOK_STORY,,,“我原以为豌豆向日葵的诞生已经够疯狂了，但万万没想到，有一天我自己都要被拿来做实验！”每次提到双子阳光向日葵，双子向日葵都会这么说，毕竟她怎么也想不到，实验成果还能被再次拿来做实验素材。
TOWERDEFENSE_SHOVEL_GOLD_HANDBOOK_EXPRESTION,,,特点：[color=cc241d]铲掉植物时回收20%阳光[/color]
SHOP_NPC_TALK_PLANT_PUMPKINFIREICE,,,把这张紫卡种在你的火焰南瓜头上，把它升级成冰焰南瓜头！
TOWERDEFENSE_PLANT_SUNFLOWERPEA_EXPRESTION,,,攻产兼备的植物，梦开始的地方！
TOWERDEFENSE_PLANT_SUNSHROOM_NAME,SunShroom,SunShroom,阳光向日葵
TOWERDEFENSE_ZOMBIE_SHIELDARMOR_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]2200 + 500 + 500[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]防爆头盔（一类）、防爆门（二类）[/color]
速度：[color=cc241d]慢[/color]
特点：[color=cc241d]当手持防爆门时，阻挡穿透子弹，免疫爆炸伤害[/color]"
TOWERDEFENSE_ZOMBIE_BALLOON_HANDBOOK_STORY,,,气球僵尸真走运。气球有很多功效，而其他僵尸都不曾捡到过。
SHOP_NPC_TALK_PLANT_ICESUNMINE,,,把这张紫卡种在你的阳光土豆雷上，把它升级成寒光土豆雷！
TOWERDEFENSE_PLANT_SQUASH_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]1800[/color]
范围：[color=cc241d]自身周围一格[/color]"
TOWERDEFENSE_PLANT_JALASUNSHROOM_EXPRESTION,,,辣椒阳光菇能生产辣椒阳光，并伴随火焰。
TOWERDEFENSE_PLANT_SNOWSHROOM_CUSTOM_1_STORY,,,"特效：[color=cc241d]装扮该皮肤后，雪花寒冰菇召唤的冰弹替换为小型冰剑（仅外观变化，子弹伤害和性质不变）[/color]
雪域孤影，冰扇凝锋。"
TOWERDEFENSE_PLANT_WILDPEA_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20×4x5/2s[/color]
特性：[color=C71585]至尊金卡[/color]
至尊金卡：[color=FFFF00]场上每有一株该植物，植物价格增加100[/color]
范围：[color=cc241d]五个角度（索敌&弹道）发射总计20颗散射豌豆[/color]"
TOWERDEFENSE_ZOMBIE_BED_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]1400[/color]
伤害：[color=cc241d]即死（碾压）[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]车类僵尸[/color]
移速：[color=cc241d]快[/color]
亡语：[color=cc241d]床车被破坏时，会使床上的小摔哥僵尸醒来[/color]
弱点：[color=441D62]地刺[/color]"
MAINMENU,Main Menu,Main Menu,主菜单
TOWERDEFENSE_ZOMBIE_PRESENTBOX_NAME,PresentBox Zombie,PresentBox Zombie,抽奖盒子僵尸
TOWERDEFENSE_PLANT_ICENUT_NAME,Icenut,Icenut,冰冻坚果
TOWERDEFENSE_PLANT_FIRESNOWPEA_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
攻速：[color=cc241d]（20或20x2）/1.5s[/color]
范围：[color=cc241d]自身所在一整行[/color]
特点：[color=cc241d]点击该植物可以转换方向[/color]"
TOWERDEFENSE_PLANT_GATLINGPEA_NAME,GatlingPea,GatlingPea,机枪射手
TOWERDEFENSE_PLANT_QUEENSUNFLOWER_EXPRESTION,,,发射追踪火球，生产大量阳光。
TOWERDEFENSE_ZOMBIE_PEASHOOTER_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]270[/color]
伤害：[color=cc241d]100/s（啃食） + 20/次（射击）[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]慢[/color]
特点：[color=cc241d]当前方有非低矮植物时每次发射1颗豌豆攻击你的植物[/color]"
TOWERDEFENSE_PLANT_PEASHOOTER_HANDBOOK_STORY,,,双发射手很凶悍，他是在街头混大的。他不在乎任何人的看法，无论是植物还是僵尸，他打出豌豆，是为了让别人离他远点。但其实，双发射手一直暗地里渴望着爱情。
TOWERDEFENSE_ZOMBIE_BACKUPDANCER_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]370 + 270[/color]
伤害：[color=cc241d]100/s[/color]
可能佩戴：[color=cc241d]路障（仅限被黑橄榄舞王召唤时佩戴）[/color]
类型：[color=cc241d]小型僵尸[/color]
移速：[color=cc241d]慢[/color]"
TOWERDEFENSE_ZOMBIE_WILDPEA_EXPRESTION,,,狂野机枪僵尸拥有碾压般的子弹输出！
<!MissingKey:墓碑吞噬者>,Grave Monument Eater,Grave Monument Eater,墓碑吞噬者
TOWERDEFENSE_PLANT_ICESUNMINE_HANDBOOK_STORY,,,寒光土豆雷其实也是阳光俱乐部的重要成员，只不过他过于“冷”门无人知晓。他最近盘算着给自己的冰凌染些颜色，这样僵尸或许就会把他当作一碗刨冰主动靠近了。
TOWERDEFENSE_PLANT_DOOMTANGLEKELP_NAME,Doom Tangle Kelp,Doom Tangle Kelp,毁灭海草
REGIST_SUCCESS,Registered successfully,Registered successfully ,注册成功!
TOWERDEFENSE_ZOMBIE_NORMAL_HANDBOOK_STORY,,,这种僵尸酷爱脑子，贪婪而不知足。脑子、脑子、脑子，——夜以继日地追求着。恶臭难闻的脑子？腐烂的脑子？我想这都没关系，僵尸不介意。
TOWERDEFENSE_PLANT_JALAPENO_HANDBOOK_STORY,,,“嘎嘎嘎嘎！”火爆辣椒说。他现在不会爆炸，还不到时候。不过快了，喔！快了快了，快来了。他知道，他感受到了，他一生都是在等待这一刻！
TOWERDEFENSE_PLANT_MELONPULTSPIKE_CUSTOM_1_NAME,,,维京时代
TOWERDEFENSE_PLANT_GRAVEMINE_CUSTOM_1_STORY,,,【前方施工，请绕行！】
TOWERDEFENSE_PLANT_ICESUNSHROOM_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20[/color]
[color=cc241d]白天会睡觉[/color]
范围：[color=cc241d]全屏[/color]
特性：[color=C71585]清除火球、白天会睡觉[/color]
特点：[color=cc241d]一次性植物，释放寒冰菇效果冻结全屏僵尸3秒+减速15秒，且每冻结一个僵尸掉落15阳光[/color]"
TOWERDEFENSE_ZOMBIE_ARMORED_GARGANTUAR_HANDBOOK_STORY,,,伽刚特尔本就是僵尸中的精锐，能够被授予武装的伽刚特尔更是精锐中的精锐。不过武装伽刚特尔似乎仍然不开心，毕竟这身装备不能帮他交到女朋友。
TOWERDEFENSE_PLANT_MAGNETMINE_EXPRESTION,,,金属制品聚聚爆！
TOWERDEFENSE_PLANT_JALACHERRYBOMB_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]1800（每行火焰伤害）[/color]
范围：[color=cc241d]上中下三行[/color]
特性：[color=C71585]清除冰道与冰球[/color]
特点：[color=cc241d]对三行各释放一次火爆辣椒效果，对范围内所有僵尸造成1800火焰伤害，并解除植物与僵尸身上的减速和冻结效果[/color]"
TOWERDEFENSE_PLANT_ICESPEARPEA_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]60/1.5s[/color]
范围：[color=cc241d]前方一行[/color]
特性：[color=C71585]紫卡植物[/color]
特点：[color=cc241d]冰锥子弹能穿透最多3只僵尸，无视二类防具，并对僵尸附加减速15秒+5%概率冻结3秒[/color]
紫卡植物：[color=0000FF]需要种植在寒冰射手上[/color]"
<!MissingKey:特点：当僵尸获得该效果后，会使其受到更高的[color=cc241d]火焰伤害[/color]>,,,"特点：当僵尸获得该效果后，会使其受到更高的[color=cc241d]火焰伤害[/color]
互斥：无"
SHOP_NPC_TALK_PLANT_SNOWSHROOM_CUSTOM_0,,,雪花寒冰菇的皮肤！你可以在图鉴装扮你的植物！
NPC_TALK_LEVEL1_11_TUTORIAL_1,,,天啦噜，伙计！你的草坪呢？！
TOWERDEFENSE_PLANT_ICETALLNUT_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]8000[/color]
威力：[color=cc241d]20×6/1.5s[/color]
范围：[color=cc241d]前方一行[/color]
特性：[color=C71585]至尊金卡、阻挡僵尸跳跃[/color]
至尊金卡：[color=FFFF00]场上每有一株该植物，植物价格增加100[/color]
特点：[color=cc241d]可抵御8次锤击、碾压、爆炸，每次抵御扣除1000血量，抵御车辆碾压时将其爆胎[/color]
亡语：[color=cc241d]释放寒冰菇效果，冻结全屏僵尸8秒+减速15秒[/color]"
NPC_TALK_LEVEL1_11_TUTORIAL_2,,,难道是蹦极僵尸把草皮掀走了？
NPC_TALK_LEVEL1_11_TUTORIAL_3,,,还是它们终于学会了使用小推车？......那太可怕了。
NPC_TALK_LEVEL1_11_TUTORIAL_4,,,不过别担心！虽然很多植物不能直接放在裸地上...
NPC_TALK_LEVEL1_11_TUTORIAL_5,,,...但地刺和花盆可以！
TOWERDEFENSE_PLANT_SCAREDYSHROOM_HANDBOOK_STORY,,,“谁在那？”胆小菇低声说，声音细微难辨。“走开！我不想见任何人。除非……除非你是马戏团的人。”
NPC_TALK_LEVEL1_11_TUTORIAL_6,,,喏，拿好这个豌豆花盆！
TOWERDEFENSE_PLANT_POT_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
特性：[color=C71585]可在裸地上承载植物[/color]"
<!MissingKey:退出关卡>,EXIT,EXIT,退出关卡
NPC_TALK_LEVEL1_11_TUTORIAL_7,,,让它们帮你教训僵尸吧！
TOWERDEFENSE_PLANT_PLANTERNSIX_EXPRESTION,,,拨开迷雾，范围减速僵尸并造成伤害。
TOWERDEFENSE_ZOMBIE_BED_HANDBOOK_STORY,,,博士最近貌似从游戏里得到了启发：他把一个僵尸洗脑，成功让他迷恋上了睡觉和滑雪。尽管这里根本就没有雪。
LOAD_PACKETBANK,Load packetbank,Load packetbank,加载卡牌库
TOWERDEFENSE_ZOMBIE_ARMORED_GARGANTUAR_EXPRESTION,,,全副武装的伽刚特尔！
TOWERDEFENSE_PLANT_WILDPEA_CUSTOM_1_STORY,,,"特效：[color=cc241d]装扮该皮肤后，狂野机枪射手发射的豌豆子弹替换为赛博立方，经过火炬同样拥有专属点燃特效
（仅外观变化，子弹伤害和性质不变）[/color]
来自未来时代的流行风格"
TOWERDEFENSE_TIPS_NIGHT_DEEP,SUN IS GOING UP,SUN IS GOING UP,太阳开始慢慢升起了！
TOWERDEFENSE_PLANT_HYPNOSHROOM_EXPRESTION,,,当僵尸吃下魅惑菇后，它将会掉转方向为你作战。
TOWERDEFENSE_ZOMBIE_IMP_PRESENTBOX_NAME,Imp presentbox zombie,Imp presentbox zombie,礼盒小鬼僵尸
TOWERDEFENSE_PLANT_SUNPAD_NAME,Poached Pad,Poached Pad,骄阳睡莲
TOWERDEFENSE_ZOMBIE_NUT_NAME,Nut Zombie,Nut Zombie,坚果僵尸
LOAD_SHOVEL,Load shovel,Load shovel,加载铲子
TOWERDEFENSE_ZOMBIE_GARGANTUAR_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]3000[/color]
伤害：[color=cc241d]即死（锤击）[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]大型僵尸[/color]
速度：[color=cc241d]非常慢[/color]
特性：[color=C71585]锤扁植物[/color]
特点：[color=cc241d]低于一定血量时会丢出小鬼僵尸[/color]"
TOWERDEFENSE_PLANT_FIRENUT_EXPRESTION,,,防守整活两不误！
TOWERDEFENSE_PLANT_GRAVEMINE_CUSTOM_1_ACCESS,,,每日挑战 2025/8月 累计完成14天
TOWERDEFENSE_PLANT_ICESUNSHROOM_HANDBOOK_STORY,,,寒光菇是一位伟大的科学家，它实现了将僵尸的内能转化为太阳能，但地中海式的发型一直困扰着它。“科研是要付出一些代价的。”它只好这样安慰自己。
<!MissingKey:大喷菇喷出的气液可以穿透铁丝网门。>,,,大喷菇喷出的气液可以穿透铁丝网门。
NPC_TALK_LEVEL1_7_TUTORIAL_5,,,祝你好运，我们一会见！
TOWERDEFENSE_PLANT_CATPOT_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
伤害：[color=cc241d]20×2/1.5s[/color]
范围：[color=cc241d]全屏追踪[/color]
特性：[color=C71585]可在裸地上承载植物[/color]
特点：[color=cc241d]发射的追踪尖刺会无视二类防具[/color]"
NPC_TALK_LEVEL1_7_TUTORIAL_4,,,你或许应该试试更加专注于生产阳光的杂交植物！
<!MissingKey:韧性：[color=cc241d]300[/color]>,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]1800（灰烬伤害）[/color]
特性：[color=C71585]白天会睡觉[/color]
特点：[color=cc241d]爆炸后残留一个弹坑，持续存在180秒[/color]"
NPC_TALK_LEVEL1_7_TUTORIAL_3,,,但太阳已经快落山了！你获得的阳光也会变少！
NPC_TALK_LEVEL1_7_TUTORIAL_2,,,僵尸还是没有减少的迹象…
TOWERDEFENSE_SHOVEL_DEFAULT_NAME,Iron Shovel,Iron Shovel,铁铲
NPC_TALK_LEVEL1_7_TUTORIAL_1,,,看起来马上就要天黑了。
TOWERDEFENSE_MOWER_DEFAULT_HANDBOOK_STORY,,,你的院子里配备已久的除草机，稍微改装了一下用于清理僵尸。
TOWERDEFENSE_ZOMBIE_SUNFLOWER_EXPRESTION,,,向日葵僵尸会减少你的阳光。
TOWERDEFENSE_ZOMBIE_GARGANTUAR_EXPRESTION,,,伽刚特尔是一种巨型僵尸。
LOAD_LEVEL,Load level,Load level,加载关卡
TOWERDEFENSE_TIPS_NIGHT,SUN IS GOING DOWN,SUN IS GOING DOWN,太阳落山了!
TOWERDEFENSE_ZOMBIE_CAT_EXPRESTION,,,灵活的猫战士，会通过肩炮发射追踪攻击！
PLAYERS_MORDEN_NIGHT_LEVEL_NAME,Nightfall 2 - {LevelNumber},Nightfall 2 - {LevelNumber},夜幕降临2 - {LevelNumber}
TOWERDEFENSE_ZOMBIE_FLAG_NAME,Flag Zombie,Flag Zombie,摇旗僵尸
TOWERDEFENSE_PLANT_PUFFPOT_CUSTOM_1_ACCESS,,,每日挑战 2025/8月 累计完成7天
TOWERDEFENSE_ZOMBIE_SHADOW_EXPRESTION,,,影子僵尸的影子会在本体倒下后继续前进。
TOWERDEFENSE_ZOMBIE_ZOMBONI_HANDBOOK_STORY,,,经常被误以为是在驾驶着造冰车的僵尸，但事实上雪橇车僵尸是一种完全不同的生物形式，他与太空兽人的联系更紧密。
TOWERDEFENSE_PLANT_PUMPKINFIREICE_HANDBOOK_STORY,,,冰焰南瓜头虽然外表冷酷，但是却有一颗火热的心。
TOWERDEFENSE_ZOMBIE_SEADEMON_HANDBOOK_STORY,,,海妖僵尸觉得自己生前是强大的海妖，为此他甚至偷走了邻居的干草叉，但其他僵尸都知道，他只不过是个曾经多次被缠绕水草拖下水的倒霉蛋。最让其他僵尸受不了的是，他最近开始练习唱歌了…
TOWERDEFENSE_ZOMBIE_WILDPEA_HANDBOOK_STORY,,,狂野，是狂野机枪僵尸最自豪的绰号，“看到我的脑袋了吗？，它能让你深刻体会到什么叫做狂！”
TOWERDEFENSE_ZOMBIE_PRESENTBOX_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]270[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]慢[/color]
亡语：[color=cc241d]在死亡位置生成一只随机僵尸[/color]"
<!MissingKey:移除植物时吸取场上的铁器！>,,,移除植物时吸取场上的铁器！
TOWERDEFENSE_ZOMBIE_SHIELDARMOR_HANDBOOK_STORY,,,戴夫博士的实验室并不专业，防爆门僵尸为了提升自身实力，出发前拆卸了实验室的防爆门。
TOWERDEFENSE_ZOMBIE_GARGANTUAR_REDEYE_HANDBOOK_STORY,,,“红眼巨人”是暴走伽刚特尔的别称。他是僵尸界的巨无霸，拥有令僵尸们无比仰慕的力量…然而他还是没交到女朋友。
TOWERDEFENSE_PLANT_RECACTUS_CUSTOM_1_STORY,,,“前面的僵尸，你已经在我的通缉令上了！”
TOWERDEFENSE_PLANT_PEALILYPAD_CUSTOM_1_ACCESS,,,每日挑战 2025/9月 累计完成7天
TOWERDEFENSE_ZOMBIE_IMP_PRESENTBOX_EXPRESTION,,,迷你款礼盒僵尸，通过投掷空降到你的防线中间。
TOWERDEFENSE_ZOMBIE_DISCOFIRE_NAME,Fire Disco Zombie,Fire Disco Zombie,火焰迪斯科僵尸
TOWERDEFENSE_PLANT_CACTUSBLOVER_NAME,CactusBlover,CactusBlover,仙人三叶草
HAMMER,Hammer,Hammer,锤子
TOWERDEFENSE_PLANT_QUEENSUNFLOWER_NAME,Queen Sunflower,Queen Sunflower,向日葵女王
TOWERDEFENSE_MOWER_SUN_NAME,Sun Mower,Sun Mower,阳光小推车
SHOP_NPC_TALK_PLANT_SUNSHROOM_CUSTOM_1,,,阳光向日葵的皮肤！你可以在图鉴装扮你的植物！
TOWERDEFENSE_PLANT_JALASUNSHROOM_NAME,Chili Sun Mushroom,Chili Sun Mushroom,辣椒阳光菇
TOWERDEFENSE_ZOMBIE_CAT_HANDBOOK_STORY,,,猫战士从不脱下他的面具。“我是猫，猫的反应速度是僵尸的7倍。”作为肉食爱好者，他认为这样能帮助自己更早避开难吃的植物。
SHOP_ITEM_PACKETSLOT_12,,,12槽
TOWERDEFENSE_PLANT_PUMPKINFIRE_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]4000[/color]
威力：[color=cc241d]40/1.5s（靠近&火焰伤害）[/color]
范围：[color=cc241d]自身周围一格[/color]
特性：[color=C71585]点燃豌豆为火焰豌豆、保护植物、本格植物免疫减速与冻结[/color]
特点：[color=cc241d]灼烧靠近的僵尸，使其每1.5秒受到40点火焰伤害[/color]"
SHOP_ITEM_PACKETSLOT_13,,,13槽
SHOP_ITEM_PACKETSLOT_10,,,10槽
SHOP_ITEM_PACKETSLOT_11,,,11槽
SHOP_ITEM_PACKETSLOT_16,,,16槽
TOWERDEFENSE_PLANT_SUNFLOWERPEA_CUSTOM_1_NAME,,,天使与恶魔
TOWERDEFENSE_PLANT_QUEENSUNFLOWER_CUSTOM_1_STORY,,,"特效：[color=cc241d]装扮该皮肤后，向日葵女王发射的火球子弹替换为火焰音符，经过冰炬同样拥有专属点燃特效
（仅外观变化，子弹伤害和性质不变）[/color]
花园里的当红偶像，她的歌声温暖着每一名植物和僵尸……
…等等，那些僵尸是不是真的“燃”起来了？"
SHOP_ITEM_PACKETSLOT_14,,,14槽
<!MissingKey:>,,,
SHOP_ITEM_PACKETSLOT_15,,,15槽
TOWERDEFENSE_ZOMBIE_FOOTBALL_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]1400 + 270[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]橄榄头盔（一类）[/color]
类型：[color=cc241d]小型僵尸[/color]
移速：[color=cc241d]快[/color]
弱点：[color=441D62]磁力菇[/color]"
TOWERDEFENSE_PLANT_SNOWWOOD_CUSTOM_1_NAME,,,冥界深寒
TOWERDEFENSE_PLANT_FIRENUT_NAME,FireNut,FireNut,火炬坚果
TOWERDEFENSE_SHOVEL_GOLD_EXPRESTION,,,移除场地上的植物返还少量阳光！
TOWERDEFENSE_ZOMBIE_DUCK_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]270[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]----[/color]
速度：[color=cc241d]慢[/color]
亡语：[color=cc241d]死亡后留下一个500血量的游泳圈，游泳圈能阻挡平射子弹[/color]"
SHOP_NPC_TALK_PLANT_TWINSUNSHROOM,,,把这张紫卡种在你的阳光向日葵上，把它升级成双子阳光向日葵！
TOWERDEFENSE_ZOMBIE_BACKUPDANCER_HANDBOOK_STORY,,,伴舞僵尸曾在位于僵尸纽约城的“咀利牙”表演艺术学院钻研过六年的舞技。
NPC_TALK_LEVEL1_10_TUTORIAL_3,,,它们似乎记不清离开你之后发生的事情了…
NPC_TALK_LEVEL1_10_TUTORIAL_2,,,我刚刚在你的草坪上发现了一些植物！
NEXTLEVEL,Next level,Next level,下一关
NPC_TALK_LEVEL1_10_TUTORIAL_1,,,一个好消息，伙计！
TOWERDEFENSE_PLANT_ICETALLNUT_CUSTOM_1_STORY,,,"是年，尝有一战，此植初显风采，独守一路，屹立不倒，拒群尸于门外，故众人皆赞曰“战神”也。
特效：[color=cc241d]装扮该皮肤后，高冰果发射的冰弹替换为武装冰弹，经过各种火炬同样拥有专属特效
（仅外观变化，子弹伤害和性质不变）[/color]"
TOWERDEFENSE_ZOMBIE_SHADOW_NAME,Shadow Zombie,Shadow Zombie,影子僵尸
NPC_TALK_LEVEL1_10_TUTORIAL_6,,,我们也做好120%的应对吧！传送带启动！
NPC_TALK_LEVEL1_10_TUTORIAL_5,,,僵尸似乎准备在天黑前发起一波总攻。
NPC_TALK_LEVEL1_10_TUTORIAL_4,,,不过，它们仍然能在接下来的战斗中助你一臂之力！
TOWERDEFENSE_ZOMBIE_DISCO_NAME,Disco Zombie,Disco Zombie,迪斯科僵尸
TOWERDEFENSE_PLANT_GATLINGPEA_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20x4/1.5s[/color]
范围：[color=cc241d]前方一行[/color]
特性：[color=C71585]紫卡植物[/color]
紫卡植物：[color=0000FF]需要种植在双发射手上[/color]"
<!MissingKey:血量：[color=cc241d]450[/color]>,,,"血量：[color=cc241d]450[/color]
伤害：[color=cc241d]即死（抓取）[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
特点：[color=cc241d]从天而降，停留一段时间后窃取你的植物[/color]
弱点：[color=441D62]叶子保护伞[/color]"
TOWERDEFENSE_ZOMBIE_DOLPHINRIDER_EXPRESTION,,,海豚骑士僵尸善于利用你水池防御的弱点。
NPC_TALK_LEVEL1_2_TUTORIAL_1,,,豌豆向日葵好用吗，伙计？
NPC_TALK_LEVEL1_2_TUTORIAL_2,,,是时候来尝试更多的杂交植物了
MAP_ROOF,Roof,Roof,屋顶
NPC_TALK_LEVEL1_2_TUTORIAL_3,,,瞧瞧这个火炬坚果！能阻挡僵尸，还能点燃豌豆子弹！
NPC_TALK_LEVEL1_2_TUTORIAL_4,,,让僵尸们感受一下“热情”吧！
<!MissingKey:睡莲>,Water lily,Water lily,睡莲
TOWERDEFENSE_ZOMBIE_DISCOFIRE_EXPRESTION,,,迪斯科僵尸燃起来了！
TOWERDEFENSE_PLANT_CORNTROP_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20/1.5s + 20*4/1.5s[/color]
范围：[color=cc241d]自身所在格[/color]
特性：[color=C71585]爆胎车辆[/color]
特点：[color=cc241d]对经过的僵尸每1.5秒造成20伤害，向上随机位置发射共计4枚玉米粒，有15%概率改为发射4枚黄油。[/color]"
TOWERDEFENSE_PLANT_TWINSUNSHROOM_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
生产：[color=cc241d]50阳光/25秒，长大后变为100阳光/25秒[/color]
特性：[color=C71585]紫卡植物[/color]
特点：[color=cc241d]需要60秒时间成长[/color]
紫卡植物：[color=0000FF]需要种植在阳光向日葵上[/color]"
TOWERDEFENSE_PLANT_TABOODOOMSHROOM_EXPRESTION,,,你想尝试禁忌的力量吗？
TOWERDEFENSE_PLANT_PEALILYPAD_CUSTOM_1_STORY,,,这下真的变成热水袋了…虽然没有加热功能
TOWERDEFENSE_ZOMBIE_DARKFOOTBALL_EXPRESTION,,,暗黑橄榄球僵尸是橄榄球僵尸的队长。
SHOP_NPC_TALK_PLANT_ICEAPEARPEA,,,把这张紫卡种在你的寒冰射手上，把它升级成冰锥射手！
MAP_ROOF_NIGHT,Roof Night,Roof Night,屋顶(夜晚)
TOWERDEFENSE_PLANT_PRESENTBOX_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
范围：[color=cc241d]自身所在格[/color]
特性：[color=C71585]随机植物[/color]
特点：[color=cc241d]随机开出一株植物，夜间植物不会睡觉[/color]"
<!MissingKey:韧性：[color=cc241d]300[/color]>,,,"韧性：[color=cc241d]300[/color]
特性：[color=C71585]只能种在墓碑上，并花费时间吞噬[/color]"
INGAME_VIEW_BACK,CLICK ANYWHERE TO RETURN,CLICK ANYWHERE TO RETURN,点击任意位置返回
TOWERDEFENSE_SHOVEL_GOLD_HANDBOOK_STORY,,,在草坪上捡到的金铲子。看起来像是黄金制品但意外地耐用，估计只是镀金的。
TOWERDEFENSE_ZOMBIE_POLESTRIKER_NAME,Olive Polestalker,Olive Polestalker,橄榄撑杆僵尸
TOWERDEFENSE_ZOMBIE_SUNFLOWER_HANDBOOK_STORY,,,"“我想融入向日葵群体，但她们都说我是阳光小偷。”向日葵僵尸向心理医生倾诉，“可我明明在生产阳光呀！”
医生经过细致的诊断，最后联合眼科确诊：这家伙是个色盲。"
TOWERDEFENSE_PLANT_SCAREDYSUNSHROOM_CUSTOM_1_ACCESS,,,每日挑战 2025/8月 累计完成21天
<!MissingKey:蹦极僵尸最爱冒险。毕竟，如果你不再活着，那再体验次死亡又有何妨呢？>,,,蹦极僵尸最爱冒险。毕竟，如果你不再活着，那再体验次死亡又有何妨呢？
LEVEL2_7_BROADCAST_1,,,现在是凌晨，墓碑变少了！天上开始掉落小阳光了！
<!MissingKey:大嘴花>,Big Mouth Flower,Big Mouth Flower,大嘴花
TOWERDEFENSE_PLANT_FIRENUT_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]4000[/color]
反伤：[color=cc241d]40/1.5s（火焰伤害）[/color]
特点：[color=cc241d]点燃豌豆为火焰豌豆[/color]"
TOWERDEFENSE_ZOMBIE_IMP_NAME,Imp zombie,Imp zombie,小鬼僵尸
TOWERDEFENSE_ZOMBIE_DOLPHINSN_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]500[/color]
伤害：[color=cc241d]150/s（挥砍）或 100/s（啃食）[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]快，跳跃后慢[/color]
特点：[color=cc241d]骑乘海豚跃过碰到的第一株植物，随后丢弃海豚
越过植物前后均处于潜水状态，遇到植物时会上浮啃咬并暴露自己[/color]"
LOAD_MOD,Load mod,Load mod,加载模组
TOWERDEFENSE_PLANT_PRESENTBOX_EXPRESTION,,,下一个惊喜是？
TOWERDEFENSE_PLANT_GLOOMPULT_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20×4/3s[/color]
特性：[color=C71585]白天会睡觉[/color]
特点：[color=cc241d]每3秒向本行最靠近自己的僵尸投掷一枚忧郁菇子弹，击中僵尸后释放忧郁菇效果（3x3范围20*4伤害）；当自身3x3范围内有僵尸时，每3秒释放忧郁菇效果[/color]"
